"DIN","status","name","description","atc_number(s)","atc(s)"
"02506890","approved","NAT-DARUNAVIR","NAT-DARUNAVIR (DARUNAVIR 400MG)","J05AE10","DARUNAVIR"
"02506904","approved","NAT-DARUNAVIR","NAT-DARUNAVIR (DARUNAVIR 600MG)","J05AE10","DARUNAVIR"
"02506912","approved","NAT-DARUNAVIR","NAT-DARUNAVIR (DARUNAVIR 800MG)","J05AE10","DARUNAVIR"
"02506920","approved","NLG-SAN HAND SANITIZER","NLG-SAN HAND SANITIZER (BENZALKONIUM CHLORIDE 0.13%)","D08AJ01","BENZALKONIUM"
"02506963","marketed","FENTANYL CITRATE INJECTION","FENTANYL CITRATE INJECTION (FENTANYL (FENTANYL CITRATE) 50MCG)","N01AH01","FENTANYL"
"02506971","marketed","WATER DRENCH","WATER DRENCH (AVOBENZONE 3%, HOMOSALATE 5%, OCTOCRYLENE 10%, OCTISALATE 5%)","D02BA;D02BA;D02BA;D0","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE;PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE;PROTECTIVES AGAINST UV"
"02507005","marketed","JAMP TRAMADOL","JAMP TRAMADOL (TRAMADOL HYDROCHLORIDE 50MG)","N02AX02","TRAMADOL"
"02507048","marketed","HYALU-MELON WITH CONDITIONING (HYALURONIC ACID + WATERMELON)","HYALU-MELON WITH CONDITIONING (HYALURONIC ACID + WATERMELON) (AVOBENZONE 3%, HOMOSALATE 5%, OCTOCRYLENE 7.2%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02507056","marketed","PINEA-C","PINEA-C (AVOBENZONE 3%, HOMOSALATE 5%, OCTOCRYLENE 7.2%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02507110","marketed","JAMP LAMIVUDINE","JAMP LAMIVUDINE (LAMIVUDINE 150MG)","J05AF05","LAMIVUDINE"
"02507129","marketed","JAMP LAMIVUDINE","JAMP LAMIVUDINE (LAMIVUDINE 300MG)","J05AF05","LAMIVUDINE"
"02507161","approved","MENQUADFI","MENQUADFI (TETANUS TOXOID 55MCG, MENINGOCOCCAL GROUP A POLYSACCHARIDE-TETANUS TOXOID CONJUGATE 10MCG, MENINGOCOCCAL GROUP C POLYSACCHARIDE-TETANUS TOXOID CONJUGATE 10MCG, MENINGOCOCCAL GROUP Y POLYSACCHARIDE-TETANUS TOXOID CONJUGATE 10MCG, MENINGOCOCCAL GROUP W POLYSACCHARIDE-TETANUS TOXOID CONJUGATE 10MCG)","J07AH08;J07AH08;J07A","MENINGOCOCCUS, A, C, Y, W-135, TETRAVAL. PURIFIED POLYSACC. ANTIGEN CONJUGATED;MENINGOCOCCUS, A, C, Y, W-135, TETRAVAL. "
"02507234","marketed","PMSC-ATORVASTATIN","PMSC-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 10MG)","C10AA05","ATORVASTATIN"
"02507242","marketed","PMSC-ATORVASTATIN","PMSC-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 20MG)","C10AA05","ATORVASTATIN"
"02507250","marketed","PMSC-ATORVASTATIN","PMSC-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 40MG)","C10AA05","ATORVASTATIN"
"02507269","marketed","PMSC-ATORVASTATIN","PMSC-ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 80MG)","C10AA05","ATORVASTATIN"
"02507277","approved","NOVEXCOLD EXTRA STRENGTH","NOVEXCOLD EXTRA STRENGTH (ACETAMINOPHEN 650MG, PHENIRAMINE MALEATE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"
"02507285","approved","SUNSCREEN 50","SUNSCREEN 50 (AVOBENZONE 3%, HOMOSALATE 15%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02507315","marketed","TARO-DEFERASIROX (TYPE J)","TARO-DEFERASIROX (TYPE J) (DEFERASIROX 90MG)","V03AC03","DEFERASIROX"
"02507323","marketed","TARO-DEFERASIROX (TYPE J)","TARO-DEFERASIROX (TYPE J) (DEFERASIROX 180MG)","V03AC03","DEFERASIROX"
"02507331","marketed","TARO-DEFERASIROX (TYPE J)","TARO-DEFERASIROX (TYPE J) (DEFERASIROX 360MG)","V03AC03","DEFERASIROX"
"02507366","marketed","DAYVIGO","DAYVIGO (LEMBOREXANT 5MG)","N05CM21","LEMBOREXANT"
"02507374","marketed","DAYVIGO","DAYVIGO (LEMBOREXANT 10MG)","N05CM21","LEMBOREXANT"
"02507382","marketed","MKMEN ADVANCED FACIAL HYDRATOR SUNSCREEN BROAD SPECTRUM SPF 30","MKMEN ADVANCED FACIAL HYDRATOR SUNSCREEN BROAD SPECTRUM SPF 30 (OXYBENZONE 4%, AVOBENZONE 2%, HOMOSALATE 5%, OCTOCRYLENE 2%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02507404","marketed","SODIUM NITROPRUSSIDE FOR INJECTION","SODIUM NITROPRUSSIDE FOR INJECTION (SODIUM NITROPRUSSIDE 25MG)","C02DD01","NITROPRUSSIDE"
"02507439","marketed","SENSITIVE EXPERT+ FACE","SENSITIVE EXPERT+ FACE (AVOBENZONE 3%, HOMOSALATE 15%, OCTOCRYLENE 7%, OCTISALATE 5%, DROMETRIZOLE TRISILOXANE 0.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02507447","marketed","SENSITIVE EXPERT+ SUNSCREEN","SENSITIVE EXPERT+ SUNSCREEN (AVOBENZONE 3%, HOMOSALATE 15%, OCTOCRYLENE 7%, OCTISALATE 5%, DROMETRIZOLE TRISILOXANE 0.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02507455","marketed","FOUNDATION PRIMER SUNSCREEN BROAD SPECTRUM SPF 15","FOUNDATION PRIMER SUNSCREEN BROAD SPECTRUM SPF 15 (AVOBENZONE 2.5%, HOMOSALATE 9%, OCTOCRYLENE 3%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02507463","approved","PUR&NET SANS ALCOOL POUR MAINS","PUR&NET SANS ALCOOL POUR MAINS (BENZALKONIUM CHLORIDE 0.15%)","D08AJ01","BENZALKONIUM"
"02507471","marketed","APO-SAXAGLIPTIN","APO-SAXAGLIPTIN (SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE) 2.5MG)","A10BH03","SAXAGLIPTIN"
"02507498","marketed","APO-SAXAGLIPTIN","APO-SAXAGLIPTIN (SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE) 5MG)","A10BH03","SAXAGLIPTIN"
"02507501","marketed","INCLUNOX","INCLUNOX (ENOXAPARIN SODIUM 30MG)","B01AB05","ENOXAPARIN"
"02507528","marketed","INCLUNOX","INCLUNOX (ENOXAPARIN SODIUM 40MG)","B01AB05","ENOXAPARIN"
"02507536","marketed","INCLUNOX","INCLUNOX (ENOXAPARIN SODIUM 60MG)","B01AB05","ENOXAPARIN"
"02507544","marketed","INCLUNOX","INCLUNOX (ENOXAPARIN SODIUM 80MG)","B01AB05","ENOXAPARIN"
"02507552","marketed","INCLUNOX","INCLUNOX (ENOXAPARIN SODIUM 100MG)","B01AB05","ENOXAPARIN"
"02507560","marketed","INCLUNOX HP","INCLUNOX HP (ENOXAPARIN SODIUM 120MG)","B01AB05","ENOXAPARIN"
"02507579","marketed","INCLUNOX HP","INCLUNOX HP (ENOXAPARIN SODIUM 150MG)","B01AB05","ENOXAPARIN"
"02507587","marketed","MICRO+6 CONCENTRATE","MICRO+6 CONCENTRATE (ZINC (ZINC SULFATE) 5MG, COPPER (CUPRIC SULFATE) 300MCG, CHROMIUM (CHROMIC CHLORIDE) 10MCG, SELENIUM (SELENIUM DIOXIDE) 60MCG, IODINE (SODIUM IODIDE) 75MCG, MANGANESE (MANGANESE SULFATE) 55MCG)","B05XA31;B05XA31;B05X","ELECTROLYTES IN COMB WITH OTHER DRUGS;ELECTROLYTES IN COMB WITH OTHER DRUGS;ELECTROLYTES IN COMB WITH OTHER DRUGS;ELECTR"
"02507595","approved","PYRITHIONE ZINC DANDRUFF SHAMPOO APPLE CIDER VINEGAR","PYRITHIONE ZINC DANDRUFF SHAMPOO APPLE CIDER VINEGAR (PYRITHIONE ZINC 1%)","D11AX12","PYRITHIONE ZINC"
"02507625","approved","BUPIVACAINE HYDROCHLORIDE INJECTION USP","BUPIVACAINE HYDROCHLORIDE INJECTION USP (BUPIVACAINE HYDROCHLORIDE 7.5MG)","N01BB01","BUPIVACAINE"
"02507668","marketed","AZACITIDINE FOR INJECTION","AZACITIDINE FOR INJECTION (AZACITIDINE 100MG)","L01BC07","AZACITIDINE"
"02507692","marketed","NIVEA MEN SENSITIVE","NIVEA MEN SENSITIVE (AVOBENZONE 3%, OCTOCRYLENE 8.4%, OCTISALATE 4.7%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02507722","approved","BIO-DULOXETINE","BIO-DULOXETINE (DULOXETINE (DULOXETINE HYDROCHLORIDE) 30MG)","N06AX21","DULOXETINE"
"02507749","marketed","JAMP FAMOTIDINE","JAMP FAMOTIDINE (FAMOTIDINE 20MG)","A02BA03","FAMOTIDINE"
"02507757","marketed","JAMP FAMOTIDINE","JAMP FAMOTIDINE (FAMOTIDINE 40MG)","A02BA03","FAMOTIDINE"
"02507765","approved","BIO-DULOXETINE","BIO-DULOXETINE (DULOXETINE (DULOXETINE HYDROCHLORIDE) 60MG)","N06AX21","DULOXETINE"
"02507773","marketed","JAMP PAROXETINE TABLETS","JAMP PAROXETINE TABLETS (PAROXETINE (PAROXETINE HYDROCHLORIDE) 10MG)","N06AB05","PAROXETINE"
"02507781","marketed","JAMP PAROXETINE TABLETS","JAMP PAROXETINE TABLETS (PAROXETINE (PAROXETINE HYDROCHLORIDE) 20MG)","N06AB05","PAROXETINE"
"02507803","marketed","JAMP PAROXETINE TABLETS","JAMP PAROXETINE TABLETS (PAROXETINE (PAROXETINE HYDROCHLORIDE) 30MG)","N06AB05","PAROXETINE"
"02507811","marketed","MED-BRIMONIDINE","MED-BRIMONIDINE (BRIMONIDINE TARTRATE 0.2%)","S01EA05","BRIMONIDINE"
"02507838","marketed","PERSERIS","PERSERIS (RISPERIDONE 90MG)","N05AX08","RISPERIDONE"
"02507846","marketed","PERSERIS","PERSERIS (RISPERIDONE 120MG)","N05AX08","RISPERIDONE"
"02507862","marketed","TARO-LENALIDOMIDE","TARO-LENALIDOMIDE (LENALIDOMIDE 2.5MG)","L04AX04","LENALIDOMIDE"
"02507870","marketed","TARO-LENALIDOMIDE","TARO-LENALIDOMIDE (LENALIDOMIDE 5MG)","L04AX04","LENALIDOMIDE"
"02507889","marketed","TARO-LENALIDOMIDE","TARO-LENALIDOMIDE (LENALIDOMIDE 10MG)","L04AX04","LENALIDOMIDE"
"02507897","marketed","TARO-LENALIDOMIDE","TARO-LENALIDOMIDE (LENALIDOMIDE 15MG)","L04AX04","LENALIDOMIDE"
"02507900","marketed","TARO-LENALIDOMIDE","TARO-LENALIDOMIDE (LENALIDOMIDE 20MG)","L04AX04","LENALIDOMIDE"
"02507919","marketed","TARO-LENALIDOMIDE","TARO-LENALIDOMIDE (LENALIDOMIDE 25MG)","L04AX04","LENALIDOMIDE"
"02507927","marketed","APO-LENALIDOMIDE","APO-LENALIDOMIDE (LENALIDOMIDE 2.5MG)","L04AX04","LENALIDOMIDE"
"02507935","marketed","APO-LENALIDOMIDE","APO-LENALIDOMIDE (LENALIDOMIDE 5MG)","L04AX04","LENALIDOMIDE"
"02507943","marketed","APO-LENALIDOMIDE","APO-LENALIDOMIDE (LENALIDOMIDE 10MG)","L04AX04","LENALIDOMIDE"
"02507951","marketed","APO-LENALIDOMIDE","APO-LENALIDOMIDE (LENALIDOMIDE 15MG)","L04AX04","LENALIDOMIDE"
"02507978","marketed","APO-LENALIDOMIDE","APO-LENALIDOMIDE (LENALIDOMIDE 20MG)","L04AX04","LENALIDOMIDE"
"02507986","marketed","APO-LENALIDOMIDE","APO-LENALIDOMIDE (LENALIDOMIDE 25MG)","L04AX04","LENALIDOMIDE"
"02508001","approved","MINT-CAPECITABINE","MINT-CAPECITABINE (CAPECITABINE 150MG)","L01BC06","CAPECITABINE"
"02508028","marketed","MINT-CAPECITABINE","MINT-CAPECITABINE (CAPECITABINE 500MG)","L01BC06","CAPECITABINE"
"02508052","marketed","TAVALISSE","TAVALISSE (FOSTAMATINIB (FOSTAMATINIB DISODIUM) 100MG)","B02BX09","FOSTAMATINIB"
"02508060","marketed","TAVALISSE","TAVALISSE (FOSTAMATINIB (FOSTAMATINIB DISODIUM) 150MG)","B02BX09","FOSTAMATINIB"
"02508087","marketed","TRI-CIRA 21","TRI-CIRA 21 (ETHINYL ESTRADIOL 0.035MG, ETHINYL ESTRADIOL 0.035MG, ETHINYL ESTRADIOL 0.035MG, NORGESTIMATE 0.25MG, NORGESTIMATE 0.215MG, NORGESTIMATE 0.18MG)","G03AB09;G03AB09;G03A","NORGESTIMATE AND ETHINYLESTRADIOL;NORGESTIMATE AND ETHINYLESTRADIOL;NORGESTIMATE AND ETHINYLESTRADIOL;NORGESTIMATE AND E"
"02508095","marketed","TRI-CIRA 28","TRI-CIRA 28 (ETHINYL ESTRADIOL 0.035MG, ETHINYL ESTRADIOL 0.035MG, ETHINYL ESTRADIOL 0.035MG, NORGESTIMATE 0.25MG, NORGESTIMATE 0.215MG, NORGESTIMATE 0.18MG)","G03AB09;G03AB09;G03A","NORGESTIMATE AND ETHINYLESTRADIOL;NORGESTIMATE AND ETHINYLESTRADIOL;NORGESTIMATE AND ETHINYLESTRADIOL;NORGESTIMATE AND E"
"02508109","marketed","MINT-LETROZOLE","MINT-LETROZOLE (LETROZOLE 2.5MG)","L02BG04","LETROZOLE"
"02508168","marketed","SOFTSOAP ANTIBACTERIAL WHITE TEA & BERRY","SOFTSOAP ANTIBACTERIAL WHITE TEA & BERRY (BENZALKONIUM CHLORIDE 0.13%)","D08AJ01","BENZALKONIUM"
"02508184","approved","ANTI-DANDRUFF ANTIPELLICULAIRE 2 IN 1","ANTI-DANDRUFF ANTIPELLICULAIRE 2 IN 1 (PYRITHIONE ZINC 1%)","D11AX12","PYRITHIONE ZINC"
"02508206","marketed","ALCOHOL-FREE GEL HAND SANITIZER","ALCOHOL-FREE GEL HAND SANITIZER (BENZALKONIUM CHLORIDE 0.15%)","D08AJ01","BENZALKONIUM"
"02508214","approved","MELPHALAN FOR INJECTION","MELPHALAN FOR INJECTION (MELPHALAN (MELPHALAN HYDROCHLORIDE) 50MG)","L01AA03","MELPHALAN"
"02508222","marketed","REFRESH ANTIBAC FOAM","REFRESH ANTIBAC FOAM (BENZALKONIUM CHLORIDE 0.13%)","D08AJ01","BENZALKONIUM"
"02508249","marketed","JAMP AMOXI CLAV","JAMP AMOXI CLAV (AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 250MG, CLAVULANIC ACID (CLAVULANATE POTASSIUM) 125MG)","J01CR02;J01CR02","AMOXICILLIN AND BETA-LACTAMASE INHIBITOR;AMOXICILLIN AND BETA-LACTAMASE INHIBITOR"
"02508257","marketed","JAMP AMOXI CLAV","JAMP AMOXI CLAV (AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 500MG, CLAVULANIC ACID (CLAVULANATE POTASSIUM) 125MG)","J01CR02;J01CR02","AMOXICILLIN AND BETA-LACTAMASE INHIBITOR;AMOXICILLIN AND BETA-LACTAMASE INHIBITOR"
"02508265","marketed","JAMP AMOXI CLAV","JAMP AMOXI CLAV (AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 875MG, CLAVULANIC ACID (CLAVULANATE POTASSIUM) 125MG)","J01CR02;J01CR02","AMOXICILLIN AND BETA-LACTAMASE INHIBITOR;AMOXICILLIN AND BETA-LACTAMASE INHIBITOR"
"02508273","marketed","NRA-OLMESARTAN HCTZ","NRA-OLMESARTAN HCTZ (HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG, OLMESARTAN MEDOXOMIL 20MG, OLMESARTAN MEDOXOMIL 20MG)","C09DA08;C09DA08;C09D","OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDO"
"02508281","marketed","NRA-OLMESARTAN HCTZ","NRA-OLMESARTAN HCTZ (HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG, OLMESARTAN MEDOXOMIL 40MG, OLMESARTAN MEDOXOMIL 40MG)","C09DA08;C09DA08;C09D","OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDO"
"02508303","marketed","NRA-OLMESARTAN HCTZ","NRA-OLMESARTAN HCTZ (HYDROCHLOROTHIAZIDE 25MG, HYDROCHLOROTHIAZIDE 25MG, OLMESARTAN MEDOXOMIL 40MG, OLMESARTAN MEDOXOMIL 40MG)","C09DA08;C09DA08;C09D","OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDOXOMIL AND DIURETICS;OLMESARTAN MEDO"
"02508354","marketed","UPMAID ANTIBACTERIAL HAND SOAP","UPMAID ANTIBACTERIAL HAND SOAP (BENZALKONIUM CHLORIDE 0.15%)","D08AJ01","BENZALKONIUM"
"02508362","approved","JAMP PYRIDOSTIGMINE BROMIDE","JAMP PYRIDOSTIGMINE BROMIDE (PYRIDOSTIGMINE BROMIDE 60MG)","N07AA02","PYRIDOSTIGMINE"
"02508370","marketed","BIO-ODEUR","BIO-ODEUR (BENZALKONIUM CHLORIDE 0.15%)","D08AJ01","BENZALKONIUM"
"02508397","approved","AG-DIMENHYDRINATE","AG-DIMENHYDRINATE (DIMENHYDRINATE 50MG)","R06AA11","DIMENHYDRINATE"
"02508419","approved","HYOSCINE BUTYLBROMIDE INJECTION BP","HYOSCINE BUTYLBROMIDE INJECTION BP (HYOSCINE BUTYLBROMIDE 20MG)","A03BB01","BUTYLSCOPOLAMINE"
"02508427","approved","AG-ACÃ TAMINOPHÃ NE","AG-ACÃ TAMINOPHÃ NE (ACETAMINOPHEN 325MG)","N02BE01","ACETAMINOPHEN (PARACETAMOL)"
"02508435","approved","AG-ACÃ TAMINOPHÃ NE EXTRA FORT","AG-ACÃ TAMINOPHÃ NE EXTRA FORT (ACETAMINOPHEN 500MG)","N02BE01","ACETAMINOPHEN (PARACETAMOL)"
"02508443","approved","JAMP LEVOFLOXACIN","JAMP LEVOFLOXACIN (LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE) 250MG)","J01MA12","LEVOFLOXACIN"
"02508451","approved","JAMP LEVOFLOXACIN","JAMP LEVOFLOXACIN (LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE) 500MG)","J01MA12","LEVOFLOXACIN"
"02508478","approved","JAMP LEVOFLOXACIN","JAMP LEVOFLOXACIN (LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE) 750MG)","J01MA12","LEVOFLOXACIN"
"02508486","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 13MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508494","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 25MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508508","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 50MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508516","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 75MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508524","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 88MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508532","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 100MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508540","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 112MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508559","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 125MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508567","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 137MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508575","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 150MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508583","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 175MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508591","approved","TIROCAP","TIROCAP (LEVOTHYROXINE SODIUM 200MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02508605","marketed","MINT-OLOPATADINE 0.2%","MINT-OLOPATADINE 0.2% (OLOPATADINE (OLOPATADINE HYDROCHLORIDE) 0.2%)","S01GX09","OLOPATADINE"
"02508613","marketed","VERITY-BCG","VERITY-BCG (BACILLUS CALMETTE-GUÃ RIN (BCG) - STRAIN RUSSIAN BCG-I 40MG)","L03AX03","BCG VACCINE"
"02508656","marketed","APO-SITAGLIPTIN MALATE","APO-SITAGLIPTIN MALATE (SITAGLIPTIN (SITAGLIPTIN MALATE) 25MG)","A10BH01","SITAGLIPTIN"
"02508664","marketed","APO-SITAGLIPTIN MALATE","APO-SITAGLIPTIN MALATE (SITAGLIPTIN (SITAGLIPTIN MALATE) 50MG)","A10BH01","SITAGLIPTIN"
"02508672","marketed","APO-SITAGLIPTIN MALATE","APO-SITAGLIPTIN MALATE (SITAGLIPTIN (SITAGLIPTIN MALATE) 100MG)","A10BH01","SITAGLIPTIN"
"02508699","approved","BIO-TADALAFIL","BIO-TADALAFIL (TADALAFIL 2.5MG)","G04BE08","TADALAFIL"
"02508702","approved","BIO-TADALAFIL","BIO-TADALAFIL (TADALAFIL 5MG)","G04BE08","TADALAFIL"
"02508710","approved","BIO-TADALAFIL","BIO-TADALAFIL (TADALAFIL 10MG)","G04BE08","TADALAFIL"
"02508729","marketed","BIO-TADALAFIL","BIO-TADALAFIL (TADALAFIL 20MG)","G04BE08","TADALAFIL"
"02508737","approved","WHOOSH! HAND SANITIZER","WHOOSH! HAND SANITIZER (BENZALKONIUM CHLORIDE 0.13%)","D08AJ01","BENZALKONIUM"
"02508745","marketed","ACNE FOAMING CLEANSER","ACNE FOAMING CLEANSER (BENZOYL PEROXIDE 4%)","D10AE01","BENZOYL PEROXIDE"
"02508761","marketed","CLARITIN KIDS RAPID DISSOLVE","CLARITIN KIDS RAPID DISSOLVE (LORATADINE 5MG)","R06AX13","LORATADINE"
"02508796","approved","ALLERGY CARE","ALLERGY CARE (DIPHENHYDRAMINE HYDROCHLORIDE 25MG)","R06AA02","DIPHENHYDRAMINE"
"02508818","approved","AG-ATOMOXETINE","AG-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 10MG)","N06BA09","ATOMOXETINE"
"02508826","approved","AG-ATOMOXETINE","AG-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 18MG)","N06BA09","ATOMOXETINE"
"02508834","approved","AG-ATOMOXETINE","AG-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 25MG)","N06BA09","ATOMOXETINE"
"02508842","approved","AG-ATOMOXETINE","AG-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 40MG)","N06BA09","ATOMOXETINE"
"02508850","approved","AG-ATOMOXETINE","AG-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 60MG)","N06BA09","ATOMOXETINE"
"02508869","approved","AG-ATOMOXETINE","AG-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 80MG)","N06BA09","ATOMOXETINE"
"02508877","approved","AG-ATOMOXETINE","AG-ATOMOXETINE (ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE) 100MG)","N06BA09","ATOMOXETINE"
"02508893","approved","JAMP ESCITALOPRAM","JAMP ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 10MG)","N06AB10","ESCITALOPRAM"
"02508907","approved","JAMP ESCITALOPRAM","JAMP ESCITALOPRAM (ESCITALOPRAM (ESCITALOPRAM OXALATE) 20MG)","N06AB10","ESCITALOPRAM"
"02508915","approved","HOT LEMON EXTRA STRENGTH TOTAL COLD NIGHT","HOT LEMON EXTRA STRENGTH TOTAL COLD NIGHT (ACETAMINOPHEN 500MG, DEXTROMETHORPHAN HYDROBROMIDE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"
"02508974","approved","ALCOHOL-FREE FOAM HAND SANITIZER","ALCOHOL-FREE FOAM HAND SANITIZER (BENZALKONIUM CHLORIDE 0.15%)","D08AJ01","BENZALKONIUM"
"02508982","marketed","NIACINA-B","NIACINA-B (AVOBENZONE 3%, HOMOSALATE 5%, OCTOCRYLENE 7.2%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02509059","approved","TYLENOL FEVER & COUGH","TYLENOL FEVER & COUGH (ACETAMINOPHEN 500MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)","N02BE51;N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"
"02509067","marketed","ACH-METHOTREXATE","ACH-METHOTREXATE (METHOTREXATE (METHOTREXATE DISODIUM) 2.5MG)","L01BA01","METHOTREXATE"
"02509075","marketed","REDESCA","REDESCA (ENOXAPARIN SODIUM 30MG)","B01AB05","ENOXAPARIN"
"02509083","marketed","REDESCA","REDESCA (ENOXAPARIN SODIUM 40MG)","B01AB05","ENOXAPARIN"
"02509091","marketed","REDESCA","REDESCA (ENOXAPARIN SODIUM 60MG)","B01AB05","ENOXAPARIN"
