"DIN","status","name","new name","description","new description","atc_number(s)","atc(s)","indicator(s)"
"02415399","cancelled","SPF 50+ BABY BROAD SPECTRUM SUNSCREEN LOTION","","SPF 50+ BABY BROAD SPECTRUM SUNSCREEN LOTION (AVOBENZONE 3%, OCTOCRYLENE 2.75%, OXYBENZONE 4%, OCTISALATE 5%, HOMOSALATE 10%)","SPF 50+ BABY BROAD SPECTRUM SUNSCREEN LOTION (OXYBENZONE 4%, AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415402","marketed","SPF 60 DRY MIST LOTION CONTINUOUS SPRAY","COMPLETE DRY MIST SPRAY","SPF 60 DRY MIST LOTION CONTINUOUS SPRAY (AVOBENZONE 3.00%, OCTOCRYLENE 6.00%, OXYBENZONE 3.86%, OCTISALATE 3.21%, HOMOSALATE 10.72%)","COMPLETE DRY MIST SPRAY (OXYBENZONE 3.86%, AVOBENZONE 3%, HOMOSALATE 10.72%, OCTOCRYLENE 6%, OCTISALATE 3.21%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415410","cancelled","SPF 50+ BROAD SPECTRUM SUNSCREEN LOTION","","SPF 50+ BROAD SPECTRUM SUNSCREEN LOTION (AVOBENZONE 3%, OCTOCRYLENE 2.75%, OXYBENZONE 4%, OCTISALATE 5%, HOMOSALATE 10%)","SPF 50+ BROAD SPECTRUM SUNSCREEN LOTION (OXYBENZONE 4%, AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415534","marketed","DUREZOL","","DUREZOL (Difluprednate 0.05%)","","S01BA","CORTICOSTEROIDS, PLAIN",""
"02415542","marketed","APO-AZITHROMYCIN Z","","APO-AZITHROMYCIN Z (AZITHROMYCIN (AZITHROMYCIN DIHYDRATE) 250MG)","","J01FA10","AZITHROMYCIN",""
"02415550","marketed","JAMP-CLOPIDOGREL","","JAMP-CLOPIDOGREL (CLOPIDOGREL (CLOPIDOGREL BISULFATE) 75MG)","","B01AC04","CLOPIDOGREL","Ischemic Heart disease;Stroke"
"02415577","marketed","NUCYNTA EXTENDED-RELEASE","","NUCYNTA EXTENDED-RELEASE (Tapentadol (Tapentadol Hydrochloride) 50MG)","","N02AX06","TAPENTADOL",""
"02415585","marketed","NUCYNTA EXTENDED-RELEASE","","NUCYNTA EXTENDED-RELEASE (Tapentadol (Tapentadol Hydrochloride) 100MG)","","N02AX06","TAPENTADOL",""
"02415593","marketed","NUCYNTA EXTENDED-RELEASE","","NUCYNTA EXTENDED-RELEASE (Tapentadol (Tapentadol Hydrochloride) 150MG)","","N02AX06","TAPENTADOL",""
"02415607","marketed","NUCYNTA EXTENDED-RELEASE","","NUCYNTA EXTENDED-RELEASE (Tapentadol (Tapentadol Hydrochloride) 200MG)","","N02AX06","TAPENTADOL",""
"02415615","marketed","NUCYNTA EXTENDED-RELEASE","","NUCYNTA EXTENDED-RELEASE (Tapentadol (Tapentadol Hydrochloride) 250MG)","","N02AX06","TAPENTADOL",""
"02415631","cancelled","SPF 15 BROAD SPECTRUM LOTION","","SPF 15 BROAD SPECTRUM LOTION (AVOBENZONE 2%, OCTOCRYLENE 1.85%, OCTISALATE 5%)","","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415666","marketed","GIOTRIF","","GIOTRIF (Afatinib (Afatinib Dimaleate) 20MG)","","L01EB03","AFATINIB",""
"02415674","marketed","GIOTRIF","","GIOTRIF (Afatinib (Afatinib Dimaleate) 30MG)","","L01EB03","AFATINIB",""
"02415682","marketed","GIOTRIF","","GIOTRIF (Afatinib (Afatinib Dimaleate) 40MG)","","L01EB03","AFATINIB",""
"02415690","marketed","OPSUMIT","","OPSUMIT (MACITENTAN 10MG)","","C02KX04","MACITENTAN",""
"02415739","dormant","APO-TRAVOPROST Z","","APO-TRAVOPROST Z (TRAVOPROST 0.004%)","","S01EE04","TRAVOPROST",""
"02415763","cancelled","PC SPF FPS 30 SPORT SUNSCREEN CONTINUOUS SPRAY","","PC SPF FPS 30 SPORT SUNSCREEN CONTINUOUS SPRAY (AVOBENZONE 2.0%, OXYBENZONE 4.0%, OCTISALATE 5.0%, HOMOSALATE 15.0%)","PC SPF FPS 30 SPORT SUNSCREEN CONTINUOUS SPRAY (OXYBENZONE 4.0%, AVOBENZONE 2.0%, HOMOSALATE 15.0%, OCTISALATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415798","marketed","RIZATRIPTAN RDT","","RIZATRIPTAN RDT (RIZATRIPTAN (RIZATRIPTAN BENZOATE) 5MG)","","N02CC04","RIZATRIPTAN",""
"02415801","marketed","RIZATRIPTAN RDT","","RIZATRIPTAN RDT (RIZATRIPTAN (RIZATRIPTAN BENZOATE) 10MG)","","N02CC04","RIZATRIPTAN",""
"02415828","marketed","LEFLUNOMIDE","","LEFLUNOMIDE (LEFLUNOMIDE 10MG)","","L04AA13","LEFLUNOMIDE",""
"02415836","marketed","LEFLUNOMIDE","","LEFLUNOMIDE (LEFLUNOMIDE 20MG)","","L04AA13","LEFLUNOMIDE",""
"02415852","cancelled","RALOXIFENE","","RALOXIFENE (RALOXIFENE HYDROCHLORIDE 60MG)","","G03XC01","RALOXIFENE","Osteoporosis"
"02415860","cancelled","SPRAYGEL WITH INSTANT BRONZE TINT SPF 15","","SPRAYGEL WITH INSTANT BRONZE TINT SPF 15 (AVOBENZONE 2%, OCTOCRYLENE 2.75%, OXYBENZONE 0.5%, OCTISALATE 5%)","SPRAYGEL WITH INSTANT BRONZE TINT SPF 15 (OXYBENZONE 0.5%, AVOBENZONE 2%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02415879","marketed","LEVOFLOXACIN","","LEVOFLOXACIN (LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE) 500MG)","","J01MA12","LEVOFLOXACIN",""
"02415887","cancelled","RAMIPRIL-HCTZ","","RAMIPRIL-HCTZ (HYDROCHLOROTHIAZIDE 12.5MG, RAMIPRIL 5.0MG)","RAMIPRIL-HCTZ (RAMIPRIL 5.0MG, RAMIPRIL 5.0MG, HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG)","C09BA05;C09BA05;C09B","RAMIPRIL AND DIURETICS;RAMIPRIL AND DIURETICS;RAMIPRIL AND DIURETICS;RAMIPRIL AND DIURETICS","Hypertension"
"02415895","cancelled","RAMIPRIL-HCTZ","","RAMIPRIL-HCTZ (HYDROCHLOROTHIAZIDE 12.5MG, RAMIPRIL 10.0MG)","RAMIPRIL-HCTZ (RAMIPRIL 10MG, RAMIPRIL 10MG, HYDROCHLOROTHIAZIDE 12.5MG, HYDROCHLOROTHIAZIDE 12.5MG)","C09BA05;C09BA05;C09B","RAMIPRIL AND DIURETICS;RAMIPRIL AND DIURETICS;RAMIPRIL AND DIURETICS;RAMIPRIL AND DIURETICS","Hypertension"
"02415909","cancelled","RAMIPRIL-HCTZ","","RAMIPRIL-HCTZ (HYDROCHLOROTHIAZIDE 25.0MG, RAMIPRIL 10.0MG)","RAMIPRIL-HCTZ (RAMIPRIL 10MG, RAMIPRIL 10MG, HYDROCHLOROTHIAZIDE 25MG, HYDROCHLOROTHIAZIDE 25MG)","C09BA05;C09BA05;C09B","RAMIPRIL AND DIURETICS;RAMIPRIL AND DIURETICS;RAMIPRIL AND DIURETICS;RAMIPRIL AND DIURETICS","Hypertension"
"02415917","cancelled","QUINAPRIL","","QUINAPRIL (QUINAPRIL (QUINAPRIL HYDROCHLORIDE) 5MG)","","C09AA06","QUINAPRIL","Hypertension"
"02415925","cancelled","QUINAPRIL","","QUINAPRIL (QUINAPRIL (QUINAPRIL HYDROCHLORIDE) 10MG)","","C09AA06","QUINAPRIL","Hypertension"
"02415933","cancelled","QUINAPRIL","","QUINAPRIL (QUINAPRIL (QUINAPRIL HYDROCHLORIDE) 20MG)","","C09AA06","QUINAPRIL","Hypertension"
"02415941","cancelled","QUINAPRIL","","QUINAPRIL (QUINAPRIL (QUINAPRIL HYDROCHLORIDE) 40MG)","","C09AA06","QUINAPRIL","Hypertension"
"02415968","marketed","REPAGLINIDE","","REPAGLINIDE (REPAGLINIDE 0.5MG)","","A10BX02","REPAGLINIDE","Diabetes"
"02415976","marketed","REPAGLINIDE","","REPAGLINIDE (REPAGLINIDE 1.0MG)","REPAGLINIDE (REPAGLINIDE 1MG)","A10BX02","REPAGLINIDE","Diabetes"
"02415984","marketed","REPAGLINIDE","","REPAGLINIDE (REPAGLINIDE 2.0MG)","REPAGLINIDE (REPAGLINIDE 2MG)","A10BX02","REPAGLINIDE","Diabetes"
"02415992","marketed","EYLEA","","EYLEA (Aflibercept 40MG)","EYLEA (AFLIBERCEPT 2MG)","S01LA05","AFLIBERCEPT",""
"02416034","cancelled","SKIN SO SOFT DD FIRM & RESTORE BODY CREAM","","SKIN SO SOFT DD FIRM & RESTORE BODY CREAM (AVOBENZONE 2.8%, OCTOCRYLENE 2.5%, OXYBENZONE 4.0%, OCTISALATE 4.75%)","SKIN SO SOFT DD FIRM & RESTORE BODY CREAM (OXYBENZONE 4.0%, AVOBENZONE 2.8%, OCTOCRYLENE 2.5%, OCTISALATE 4.75%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416050","marketed","CHILDREN'S TYLENOL COMPLETE COLD, COUGH & FEVER NIGHTTIME","","CHILDREN'S TYLENOL COMPLETE COLD, COUGH & FEVER NIGHTTIME (ACETAMINOPHEN 160MG, DIPHENHYDRAMINE HYDROCHLORIDE 6.25MG, DEXTROMETHORPHAN HYDROBROMIDE 5MG)","CHILDREN'S TYLENOL COMPLETE COLD, COUGH & FEVER NIGHTTIME (DIPHENHYDRAMINE HYDROCHLORIDE 6.25MG, DIPHENHYDRAMINE HYDROCHLORIDE 6.25MG, ACETAMINOPHEN 160MG, ACETAMINOPHEN 160MG, DEXTROMETHORPHAN HYDROBROMIDE 5MG, DEXTROMETHORPHAN HYDROBROMIDE 5MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACE",""
"02416085","cancelled","SPF 4 SPRAY GEL SUNSCREEN WITH BRONZER","","SPF 4 SPRAY GEL SUNSCREEN WITH BRONZER (AVOBENZONE 1.0%, OCTOCRYLENE 0.85%, OXYBENZONE 0.5%)","SPF 4 SPRAY GEL SUNSCREEN WITH BRONZER (OXYBENZONE 0.5%, AVOBENZONE 1.0%, OCTOCRYLENE 0.85%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416093","cancelled","SPF 50+ BROAD SPECTRUM SUNSCREEN MOUSSE","","SPF 50+ BROAD SPECTRUM SUNSCREEN MOUSSE (AVOBENZONE 3.0%, OCTOCRYLENE 2.75%, OCTISALATE 5.0%, HOMOSALATE 15.0%)","SPF 50+ BROAD SPECTRUM SUNSCREEN MOUSSE (AVOBENZONE 3.0%, HOMOSALATE 15.0%, OCTOCRYLENE 2.75%, OCTISALATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416107","cancelled","SPF 50 SUNBURN PROTECTION LOTION","","SPF 50 SUNBURN PROTECTION LOTION (AVOBENZONE 3%, OCTOCRYLENE 2.75%, OXYBENZONE 3%, OCTISALATE 5%, HOMOSALATE 10%)","SPF 50 SUNBURN PROTECTION LOTION (OXYBENZONE 3%, AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416115","cancelled","SPF 50+ SPORT BROAD SPECTRUM SUNSCREEN LOTION","","SPF 50+ SPORT BROAD SPECTRUM SUNSCREEN LOTION (AVOBENZONE 3%, OCTOCRYLENE 2.75%, OXYBENZONE 2%, OCTISALATE 5%, HOMOSALATE 10%)","SPF 50+ SPORT BROAD SPECTRUM SUNSCREEN LOTION (OXYBENZONE 2%, AVOBENZONE 3%, HOMOSALATE 10%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416123","cancelled","SPF 30 OIL FREE BROAD SPECTRUM SUNSCREEN LOTION","","SPF 30 OIL FREE BROAD SPECTRUM SUNSCREEN LOTION (AVOBENZONE 3%, OCTOCRYLENE 2.75%, OXYBENZONE 2%, OCTISALATE 5%, HOMOSALATE 7.5%)","SPF 30 OIL FREE BROAD SPECTRUM SUNSCREEN LOTION (OXYBENZONE 2%, AVOBENZONE 3%, HOMOSALATE 7.5%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416298","marketed","MED-DUTASTERIDE","","MED-DUTASTERIDE (DUTASTERIDE 0.5MG)","","G04CB02","DUTASTERIDE",""
"02416328","marketed","AUBAGIO","","AUBAGIO (Teriflunomide 14MG)","","L04AA31","TERIFLUNOMIDE",""
"02416387","marketed","AURO-CLOPIDOGREL","","AURO-CLOPIDOGREL (CLOPIDOGREL (CLOPIDOGREL BISULFATE) 75MG)","","B01AC04","CLOPIDOGREL","Ischemic Heart disease;Stroke"
"02416409","marketed","PMS-EZETIMIBE","","PMS-EZETIMIBE (EZETIMIBE 10MG)","","C10AX09","EZETIMIBE",""
"02416417","marketed","DONEPEZIL","","DONEPEZIL (DONEPEZIL HYDROCHLORIDE 5MG)","","N06DA02","DONEPEZIL",""
"02416425","marketed","DONEPEZIL","","DONEPEZIL (DONEPEZIL HYDROCHLORIDE 10MG)","","N06DA02","DONEPEZIL",""
"02416433","marketed","PMS-CIPROFLOXACIN XL","","PMS-CIPROFLOXACIN XL (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE, CIPROFLOXACIN) 500MG)","PMS-CIPROFLOXACIN XL (CIPROFLOXACIN (CIPROFLOXACIN, CIPROFLOXACIN HYDROCHLORIDE) 500MG)","J01MA02","CIPROFLOXACIN",""
"02416441","cancelled","GALEXOS","","GALEXOS (Simeprevir (Simeprevir sodium) 150MG)","","J05AP05","SIMEPREVIR",""
"02416522","marketed","OLANZAPINE FOR INJECTION","","OLANZAPINE FOR INJECTION (OLANZAPINE (OLANZAPINE TARTRATE) 10MG)","","N05AH03","OLANZAPINE",""
"02416530","marketed","PREZISTA","","PREZISTA (DARUNAVIR (DARUNAVIR ETHANOLATE) 100MG)","","J05AE10","DARUNAVIR",""
"02416549","marketed","OMEPRAZOLE MAGNESIUM DELAYED RELEASE TABLETS","","OMEPRAZOLE MAGNESIUM DELAYED RELEASE TABLETS (OMEPRAZOLE (OMEPRAZOLE MAGNESIUM) 20MG)","","A02BC01","OMEPRAZOLE",""
"02416565","marketed","MAR-PANTOPRAZOLE","","MAR-PANTOPRAZOLE (PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE) 40MG)","","A02BC02","PANTOPRAZOLE",""
"02416573","dormant","GALANTAMINE ER","","GALANTAMINE ER (GALANTAMINE (GALANTAMINE HYDROBROMIDE) 8MG)","","N06DA04","GALANTAMINE",""
"02416581","dormant","GALANTAMINE ER","","GALANTAMINE ER (GALANTAMINE (GALANTAMINE HYDROBROMIDE) 16MG)","","N06DA04","GALANTAMINE",""
"02416603","dormant","GALANTAMINE ER","","GALANTAMINE ER (GALANTAMINE (GALANTAMINE HYDROBROMIDE) 24MG)","","N06DA04","GALANTAMINE",""
"02416611","marketed","SOOTHING CARE","","SOOTHING CARE (AVOBENZONE 2.50%, OCTOCRYLENE 1.85%, OCTINOXATE 6.00%)","","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416646","cancelled","SPRAYGEL WITH INSTANT BRONZE TINT SPF 30","","SPRAYGEL WITH INSTANT BRONZE TINT SPF 30 (AVOBENZONE 2%, OCTOCRYLENE 2.75%, OXYBENZONE 2%, OCTISALATE 5%, HOMOSALATE 7.5%)","SPRAYGEL WITH INSTANT BRONZE TINT SPF 30 (OXYBENZONE 2%, AVOBENZONE 2%, HOMOSALATE 7.5%, OCTOCRYLENE 2.75%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416654","cancelled","AGE PERFECT GLOW RENEWAL SPF 30 DAY LOTION MOISTURIZER","","AGE PERFECT GLOW RENEWAL SPF 30 DAY LOTION MOISTURIZER (AVOBENZONE 3%, OCTOCRYLENE 7%, OCTISALATE 5%, HOMOSALATE 5%)","AGE PERFECT GLOW RENEWAL SPF 30 DAY LOTION MOISTURIZER (AVOBENZONE 3%, HOMOSALATE 5%, OCTOCRYLENE 7%, OCTISALATE 5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416778","marketed","SANDOZ EZETIMIBE","","SANDOZ EZETIMIBE (EZETIMIBE 10MG)","","C10AX09","EZETIMIBE",""
"02416794","marketed","JANUMET XR","","JANUMET XR (METFORMIN HYDROCHLORIDE 1000MG, SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) 50MG)","JANUMET XR (METFORMIN HYDROCHLORIDE 1000MG, METFORMIN HYDROCHLORIDE 1000MG, SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) 50MG, SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE) 50MG)","A10BD07;A10BD07;A10B","METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN;METFORMIN AND SITAGLIPTIN","Diabetes"
"02416824","marketed","SANDOZ TACROLIMUS","","SANDOZ TACROLIMUS (TACROLIMUS (Tacrolimus Monohydrate) 1MG)","","L04AD02","TACROLIMUS",""
"02416832","marketed","SANDOZ TACROLIMUS","","SANDOZ TACROLIMUS (TACROLIMUS (Tacrolimus Monohydrate) 5MG)","","L04AD02","TACROLIMUS",""
"02416840","marketed","GABAPENTIN CAPSULES USP","","GABAPENTIN CAPSULES USP (GABAPENTIN 100MG)","","N03AX12","GABAPENTIN",""
"02416859","marketed","GABAPENTIN CAPSULES USP","","GABAPENTIN CAPSULES USP (GABAPENTIN 300MG)","","N03AX12","GABAPENTIN",""
"02416867","marketed","GABAPENTIN CAPSULES USP","","GABAPENTIN CAPSULES USP (GABAPENTIN 400MG)","","N03AX12","GABAPENTIN",""
"02416921","marketed","SUNSCREEN STICK SPF 50+","","SUNSCREEN STICK SPF 50+ (AVOBENZONE 3.0%, OCTOCRYLENE 10.0%, OXYBENZONE 6.0%, OCTISALATE 5.0%, HOMOSALATE 15.0%)","SUNSCREEN STICK SPF 50+ (OXYBENZONE 6.0%, AVOBENZONE 3.0%, HOMOSALATE 15.0%, OCTOCRYLENE 10.0%, OCTISALATE 5.0%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC",""
"02416948","marketed","JAMP-DONEPEZIL TABLETS","","JAMP-DONEPEZIL TABLETS (DONEPEZIL HYDROCHLORIDE 5MG)","","N06DA02","DONEPEZIL",""
"02416956","marketed","JAMP-DONEPEZIL TABLETS","","JAMP-DONEPEZIL TABLETS (DONEPEZIL HYDROCHLORIDE 10MG)","","N06DA02","DONEPEZIL",""
"02416999","marketed","RIVASTIGMINE","","RIVASTIGMINE (RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE) 1.5MG)","","N06DA03","RIVASTIGMINE","Parkinsonism"
"02417006","marketed","RIVASTIGMINE","","RIVASTIGMINE (RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE) 3MG)","","N06DA03","RIVASTIGMINE","Parkinsonism"
"02417014","marketed","RIVASTIGMINE","","RIVASTIGMINE (RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE) 4.5MG)","","N06DA03","RIVASTIGMINE","Parkinsonism"
"02417022","marketed","RIVASTIGMINE","","RIVASTIGMINE (RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE) 6MG)","","N06DA03","RIVASTIGMINE","Parkinsonism"
"02417030","marketed","BEXSERO","","BEXSERO (Recombinant Neisseria meningitidis group B NHBA fusion protein 50μG, Recombinant Neisseria meningitidis group B NadA protein 50μG, Recombinant Neisseria meningitidis group B fHBP fusion protein 50μG, Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain) 25μG)","BEXSERO (RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NHBA FUSION PROTEIN 50MCG, RECOMBINANT NEISSERIA MENINGITIDIS GROUP B NADA PROTEIN 50MCG, RECOMBINANT NEISSERIA MENINGITIDIS GROUP B FHBP FUSION PROTEIN 50MCG, OUTER MEMBRANE VESICLES (NEISSERIA MENINGITIDIS GROUP B NZ98/254 STRAIN) 25MCG)","J07AH09;J07AH09;J07A","MENINGOCOCCUS B, MULTICOMPONENT VACCINE;MENINGOCOCCUS B, MULTICOMPONENT VACCINE;MENINGOCOCCUS B, MULTICOMPONENT VACCINE;",""
"02417162","marketed","CONSTELLA","","CONSTELLA (Linaclotide 145μG)","CONSTELLA (LINACLOTIDE 145MCG)","A06AX04","LINACLOTIDE",""
"02417189","marketed","NESINA","","NESINA (Alogliptin (Alogliptin benzoate) 6.25MG)","","A10BH04","ALOGLIPTIN","Diabetes"
"02417197","marketed","NESINA","","NESINA (Alogliptin (Alogliptin benzoate) 12.5MG)","","A10BH04","ALOGLIPTIN","Diabetes"
"02417200","marketed","NESINA","","NESINA (Alogliptin (Alogliptin benzoate) 25MG)","","A10BH04","ALOGLIPTIN","Diabetes"
"02417219","marketed","KAZANO","","KAZANO (METFORMIN HYDROCHLORIDE 500MG, Alogliptin (Alogliptin benzoate) 12.5MG)","KAZANO (METFORMIN HYDROCHLORIDE 500MG, METFORMIN HYDROCHLORIDE 500MG, ALOGLIPTIN (ALOGLIPTIN BENZOATE) 12.5MG, ALOGLIPTIN (ALOGLIPTIN BENZOATE) 12.5MG)","A10BD13;A10BD13;A10B","METFORMIN AND ALOGLIPTIN;METFORMIN AND ALOGLIPTIN;METFORMIN AND ALOGLIPTIN;METFORMIN AND ALOGLIPTIN","Diabetes"
"02417227","marketed","KAZANO","","KAZANO (METFORMIN HYDROCHLORIDE 850MG, Alogliptin (Alogliptin benzoate) 12.5MG)","KAZANO (METFORMIN HYDROCHLORIDE 850MG, METFORMIN HYDROCHLORIDE 850MG, ALOGLIPTIN (ALOGLIPTIN BENZOATE) 12.5MG, ALOGLIPTIN (ALOGLIPTIN BENZOATE) 12.5MG)","A10BD13;A10BD13;A10B","METFORMIN AND ALOGLIPTIN;METFORMIN AND ALOGLIPTIN;METFORMIN AND ALOGLIPTIN;METFORMIN AND ALOGLIPTIN","Diabetes"
"02417235","marketed","KAZANO","","KAZANO (METFORMIN HYDROCHLORIDE 1000MG, Alogliptin (Alogliptin benzoate) 12.5MG)","KAZANO (METFORMIN HYDROCHLORIDE 1000MG, METFORMIN HYDROCHLORIDE 1000MG, ALOGLIPTIN (ALOGLIPTIN BENZOATE) 12.5MG, ALOGLIPTIN (ALOGLIPTIN BENZOATE) 12.5MG)","A10BD13;A10BD13;A10B","METFORMIN AND ALOGLIPTIN;METFORMIN AND ALOGLIPTIN;METFORMIN AND ALOGLIPTIN;METFORMIN AND ALOGLIPTIN","Diabetes"
"02417324","cancelled","SOFT CARE ANTISEPTIC SKIN CLEANSER II","","SOFT CARE ANTISEPTIC SKIN CLEANSER II (TRICLOSAN 0.55%)","","D08AE04","TRICLOSAN",""
"02417340","marketed","SANDOZ CANDESARTAN","","SANDOZ CANDESARTAN (CANDESARTAN CILEXETIL 32MG)","","C09CA06","CANDESARTAN",""
"02417359","marketed","QUETIAPINE XR","","QUETIAPINE XR (QUETIAPINE (QUETIAPINE FUMARATE) 50MG)","","N05AH04","QUETIAPINE","Depression"
"02417367","marketed","QUETIAPINE XR","","QUETIAPINE XR (QUETIAPINE (QUETIAPINE FUMARATE) 150MG)","","N05AH04","QUETIAPINE","Depression"
"02417375","marketed","QUETIAPINE XR","","QUETIAPINE XR (QUETIAPINE (QUETIAPINE FUMARATE) 200MG)","","N05AH04","QUETIAPINE","Depression"
"02417383","marketed","QUETIAPINE XR","","QUETIAPINE XR (QUETIAPINE (QUETIAPINE FUMARATE) 300MG)","","N05AH04","QUETIAPINE","Depression"
"02417391","marketed","QUETIAPINE XR","","QUETIAPINE XR (QUETIAPINE (QUETIAPINE FUMARATE) 400MG)","","N05AH04","QUETIAPINE","Depression"
"02417448","marketed","MINT-PANTOPRAZOLE","","MINT-PANTOPRAZOLE (PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE) 40MG)","","A02BC02","PANTOPRAZOLE",""
"02417456","marketed","LOLO","","LOLO (NORETHINDRONE ACETATE 1MG, ETHINYL ESTRADIOL 10μG, ETHINYL ESTRADIOL 10μG)","LOLO (ETHINYL ESTRADIOL 10MCG, ETHINYL ESTRADIOL 10MCG, NORETHINDRONE ACETATE 1MG)","G03AB04;G03AB04;G03A","NORETHISTERONE AND ESTROGEN;NORETHISTERONE AND ESTROGEN;NORETHISTERONE AND ESTROGEN",""
"02417464","cancelled","RECLIPSEN 28","","RECLIPSEN 28 (DESOGESTREL 0.15MG, ETHINYL ESTRADIOL 0.03MG)","","G03AA09;G03AA09","DESOGESTREL AND ESTROGEN;DESOGESTREL AND ESTROGEN",""
"02417472","marketed","SIMPONI I.V.","","SIMPONI I.V. (GOLIMUMAB 50MG)","","L04AB06","GOLIMUMAB",""
