"input","match","din/npn","dtc","ahfs","database","pres","type","both"
"Vitamin B12  1000 mcg","VITAMIN B12","00521515","B03BA01","88:08.00","drug","","word","yes"
"Vitamin B12  1000mcg","VITAMIN B12","00521515","B03BA01","88:08.00","drug","","word","yes"
"Vitamin B12  1200mg","VITAMIN B12","00521515","B03BA01","88:08.00","drug","","word","yes"
"Vitamin B12  mcg","VITAMIN B12","00521515","B03BA01","88:08.00","drug","","word","yes"
"Vitamin B12 - 1000mcg","VITAMIN B12","00521515","B03BA01","88:08.00","drug","","word","yes"
"vitamin B12 100 mcg","VITAMIN B12 100 MCG","02245046","B03BA01","88:08.00","drug","","direct","yes"
"vitamin B12 1000 mcg","VITAMIN B12 1000 MCG","02244903","B03BA01","88:08.00","drug","","direct","yes"
"vitamin b12 1000 mcg","VITAMIN B12 1000 MCG","02244903","B03BA01","88:08.00","drug","YES","direct","yes"
"vitamin B12 1000 mg","VITAMIN B12","00521515","B03BA01","88:08.00","drug","","word","yes"
"Vitamin B12 1000mcg","Vitamin B12 1000mcg","80058797","","","natural","","direct",""
"vitamin B12 1000mg","VITAMIN B12","00521515","B03BA01","88:08.00","drug","","word","yes"
"vitamin B12 1200 mcg","Vitamin B12 1200 Mcg","80043714","","","natural","","direct",""
"vitamin B12 250 mcg","Vitamin B12 250 Mcg","00335940","","","natural","","direct",""
"vitamin b12 injection","VITAMIN B12","00521515","B03BA01","88:08.00","drug","YES","word","yes"
"Vitamin B121200 mcg","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin b3","Vitamin B3","80004529","","","natural","NO","direct",""
"vitamin B50","Daily Multi Vitamin","80067478","","","natural","","word",""
"vitamin b6","VITAMIN B6","00594822","A11HA02","88:08.00","drug","NO","direct","yes"
"vitamin b6 -12","VITAMIN B6","00594822","A11HA02","88:08.00","drug","","word","yes"
"vitamin c","VITAMIN C","00780634","A11GA01","88:12.00","drug","","direct","yes"
"vitamin c","VITAMIN C","00780634","A11GA01","88:12.00","drug","NO","direct","yes"
"vitamin c","VITAMIN C","00780634","A11GA01","88:12.00","drug","DK-NA","direct","yes"
"vitamin C","VITAMIN C","00780634","A11GA01","88:12.00","drug","YES","direct","yes"
"Vitamin C   500mg","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"Vitamin C  500 mg","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"Vitamin C  500mg","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"Vitamin C - 500 mg","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"vitamin c 1000 mg","VITAMIN C 1000 MG","02246172","A11GA01","88:12.00","drug","","direct","yes"
"vitamin C 1000mg","VITAMIN C 1000MG","02230613","A11GA01","88:12.00","drug","","direct","yes"
"vitamin c 1000mg","VITAMIN C 1000MG","02230613","A11GA01","88:12.00","drug","NO","direct","yes"
"vitamin C 39 mg","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"vitamin C 500 mg","VITAMIN C 500 MG","02244963","A11GA01","88:12.00","drug","","direct","yes"
"Vitamin c 500 mg","VITAMIN C 500 MG","02244963","A11GA01","88:12.00","drug","NO","direct","yes"
"Vitamin C 500iu","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"vitamin C 500mg","VITAMIN C 500MG","02240812","A11GA01","88:12.00","drug","","direct","yes"
"vitamin c 500mg","VITAMIN C 500MG","02240812","A11GA01","88:12.00","drug","NO","direct","yes"
"vitamin c and l lysine","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"vitamin c chewable","VITAMIN C CHEWABLE","02240961","A11GA01","88:12.00","drug","","direct","yes"
"vitamin C crystals","VITAMIN C CRYSTALS","00469440","A11GA01","88:12.00","drug","","direct","yes"
"Vitamin C Force","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"Vitamin C Redoxon 1000mg","VITAMIN C","00780634","A11GA01","88:12.00","drug","","word","yes"
"vitamin c time release","Vitamin C Time Release","02245517","","","natural","","direct",""
"vitamin c&d","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin C/D","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin Code Raw One for Men","Vitamin Code Raw One For Men","80041321","","","natural","","direct",""
"Vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","","direct","yes"
"vitamin d","VITAMIN D","02241564","A11CC","88:16.00","drug","YES","direct","yes"
"vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","NO","direct","yes"
"Vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","REFUSED","direct","yes"
"vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","DK-NA","direct","yes"
"Vitamin D  1000 IU","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Vitamin D  1000IU","VITAMIN D","02241564","A11CC","88:16.00","drug","NO","word","yes"
"Vitamin D  1000IU","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin D (d drops)","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Vitamin D (Solgar brand)","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Vitamin D - 1000 IU","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Vitamin D - 1000 IU (jamieson brand)","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin D - 1000 IU (kirkland brand)","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Vitamin D - 1000 IU (Swiss brand)","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Vitamin D - 1000IU","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin D - 400 IU","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Vitamin D - 400 IU (compliments brand)","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin D 100 UI","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin D 1000 IU","Vitamin D 1000 Iu","80000131","","","natural","","direct",""
"Vitamin D 1000 IU","Vitamin D 1000 Iu","80000131","","","natural","NO","direct",""
"vitamin d 1000 iu","Vitamin D 1000 Iu","80000131","","","natural","YES","direct",""
"Vitamin D 1000 IU (jamieson brand)","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin d 1000 mg","VITAMIN D","02241564","A11CC","88:16.00","drug","NO","word","yes"
"vitamin d 1000 ml","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin d 1000 ui","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin D 1000iu","VITAMIN D 1000IU","02240507","A11CC05","88:16.00","drug","","direct","yes"
"vitamin d 1000iu","VITAMIN D 1000IU","02240507","A11CC05","88:16.00","drug","NO","direct","yes"
"vitamin d 1000iu","VITAMIN D 1000IU","02240507","A11CC05","88:16.00","drug","YES","direct","yes"
"Vitamin D 1000UI","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin D 2000iu","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin d 3","Vitamin D 3","80021157","","","natural","NO","direct",""
"vitamin d 3 liquid","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"Vitamin D 3000 mg","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin d 400 iu","VITAMIN D 400 IU","02244759","A11CC05","88:16.00","drug","NO","direct","yes"
"vitamin D 4000 IU","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin D 400iu","Vitamin D 400iu","02239881","","","natural","","direct",""
"vitamin d chewable","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin d drops","Vitamin D Drops","80015532","","","natural","","direct",""
"vitamin d n1000iu","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"vitamin D- 1000 IU","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin D-3","Vitamin D-3","80062863","","","natural","","direct",""
"vitamin D1000iu","Daily Multi Vitamin","80067478","","","natural","","word",""
"Vitamin D2","Vitamin D2","80037692","","","natural","","direct",""
"Vitamin D3","Vitamin D3","02238918","","","natural","","direct",""
"vitamin D3","Vitamin D3","02238918","","","natural","NO","direct",""
"Vitamin D3","Vitamin D3","02238918","","","natural","YES","direct",""
"Vitamin D3 (Jamieson brand)  NPN 80016452","Chewable Vitamin D","80016452","","","natural","","code",""
"Vitamin D3 1000 IU","Vitamin D3 1000 Iu","80004310","","","natural","","direct",""
"vitamin d3 1000iu","Vitamin D3 1000iu","80023568","","","natural","","direct",""
"Vitamin E","VITAMIN E","02231214","A11HA03","88:20.00","drug","","direct","yes"
"vitamin e","VITAMIN E","02231214","A11HA03","88:20.00","drug","NO","direct","yes"
"Vitamin E - 400 IU","VITAMIN E","02231214","A11HA03","88:20.00","drug","","word","yes"
"Vitamin E - 400 IU (Webber natural)","VITAMIN E","02231214","A11HA03","88:20.00","drug","","word","yes"
"vitamin E 100 IU","Vitamin E 100 Iu","02245409","","","natural","","direct",""
"Vitamin E 400 IU","VITAMIN E 400 IU","02240134","A11HA03","88:20.00","drug","","direct","yes"
"vitamin k2","Vitamin K2","80014730","","","natural","NO","direct",""
"Vitamin multi","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"VitaminC","Vitaminc","80020905","","","natural","","direct",""
"VitaminD","VITAMIN D","02241564","A11CC","88:16.00","drug","","simple","yes"
"VitaminD3","Vitamind3","80054462","","","natural","","direct",""
"vitamine b 12 1200 mcg","Vitamine B12, 1200 Mcg","80062941","","","natural","YES","simple",""
"vitamine b 12 1200 mcg","Vitamine B12, 1200 Mcg","80062941","","","natural","","simple",""
"vitamine B complex","B Complex","02239815","","","natural","","word",""
"vitamine b-12 250 mcg","Vitamin B-12 1000 Mcg","80072924","","","natural","","word",""
"vitamine b100","B100 Complex","02247479","","","natural","NO","word",""
"Vitamine B12","Vitamine B12","80061641","","","natural","","direct",""
"vitamine B12 250 mcg","Vitamine B12 250 Mcg","80055736","","","natural","","direct",""
"vitamine c","Vitamine C","80005589","","","natural","","direct",""
"VITAMINE C","Vitamine C","80005589","","","natural","YES","direct",""
"vitamine c","Vitamine C","80005589","","","natural","NO","direct",""
"vitamine c 1000 mg","Vitamine C 1000 Mg","80068494","","","natural","","direct",""
"vitamine c 500 mg","Vitamine C 500 Mg","00742244","","","natural","","direct",""
"vitamine c 600 mg","Vitamine C","80005589","","","natural","","word",""
"vitamine C, 500mg","Vitamine C 500 Mg","00742244","","","natural","","simple",""
"vitamine d","VITAMINE D","02136872","A11CC","88:16.00","drug","","direct","yes"
"Vitamine D","VITAMINE D","02136872","A11CC","88:16.00","drug","YES","direct","yes"
"vitamine d","VITAMINE D","02136872","A11CC","88:16.00","drug","NO","direct","yes"
"vitamine D","VITAMINE D","02136872","A11CC","88:16.00","drug","DK-NA","direct","yes"
"vitamine d - 1000 iu","VITAMINE D","02136872","A11CC","88:16.00","drug","","word","yes"
"vitamine D 10 000UI","VITAMINE D","02136872","A11CC","88:16.00","drug","","word","yes"
"vitamine d 100 ui","VITAMINE D","02136872","A11CC","88:16.00","drug","","word","yes"
"vitamine d 1000 mg jamieson","VITAMINE D","02136872","A11CC","88:16.00","drug","YES","word","yes"
"vitamine D 1000 ui","VITAMINE D","02136872","A11CC","88:16.00","drug","","word","yes"
"vitamine d 1000 ui","VITAMINE D","02136872","A11CC","88:16.00","drug","YES","word","yes"
"vitamine d 1000 unités","VITAMINE D","02136872","A11CC","88:16.00","drug","YES","word","yes"
"Vitamine D 10000UI","VITAMINE D","02136872","A11CC","88:16.00","drug","","word","yes"
"vitamine D 1000Ui","VITAMINE D","02136872","A11CC","88:16.00","drug","","word","yes"
"vitamine d 2 000 mg","VITAMINE D","02136872","A11CC","88:16.00","drug","YES","word","yes"
"vitamine d 3","VITAMINE D","02136872","A11CC","88:16.00","drug","","word","yes"
"vitamine d 400 ui","Vitamine D 400 Ui","80008590","","","natural","","direct",""
"vitamine D3","Vitamine D3","80031714","","","natural","","direct",""
"vitamine d3","Vitamine D3","80031714","","","natural","NO","direct",""
"vitamine D3 1000ui 25mcg","Vitamine D3","80031714","","","natural","","word",""
"Vitamine D3 1000UI/25mcg","Vitamine D3","80031714","","","natural","","word",""
"vitamine e 400 ui","Vitamine E 400","00503924","","","natural","","word",""
"vitamine e 400 un","Vitamine E 400","00503924","","","natural","YES","word",""
"vitamines calcium et magnésium","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"vitamins 50 plus","50 PLUS","02073102","A11AA03","88:28.00","drug","","word","no"
"Vitamins A,B,C,E, Zinc","Zinc","80000717","","","natural","","word",""
"Vitamins C and D + Multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"vitavim","Vita Vim","80054236","","","natural","","simple",""
"voltaren DIN 02393190","VOLTAREN EMULGEL EXTRA STRENGTH","02393190","M02AA15","28:08.04.92","drug","NO","code","no"
"vyvanse","VYVANSE","02322951","N06BA12","28:20.04","drug","","direct","no"
"warfarin","WARFARIN","02344025","B01AA03","20:12.04.08","drug","","direct","no"
"Warfarin 5 mg","WARFARIN","02344025","B01AA03","20:12.04.08","drug","","word","no"
"Webber Naturals Black Cohosh","Black Cohosh","80000142","","","natural","","word",""
"webber naturals brand mild tasting organic cold pressed flaxseed oil","Flaxseed Oil","80000134","","","natural","","word",""
"webber naturals Cardio Support Omega-3 Fish Oils","OMEGA-3","02248743","C10AX06","88:30.00","drug","","word","yes"
"webber naturals glucosamine 500 mg, chondrotin 400 mg","Glucosamine","80000334","","","natural","","word",""
"webber naturals glucosamine chonroitin","Glucosamine","80000334","","","natural","","word",""
"Weber brand glucosamine","Glucosamine","80000334","","","natural","","word",""
"whey protein","Whey Protein","80033259","","","natural","","direct",""
"White Willow","WHITE WILLOW","02236723","","92:01.00","drug","","direct","yes"
"Whole Mega Wild Alaskan fish oil","Fish Oil","80000846","","","natural","NO","word",""
"wild alaska salmon oil","Salmon Oil","80003162","","","natural","NO","word",""
"Wild Alaskan Salmon Oil","Wild Alaskan Salmon Oil","80003682","","","natural","","direct",""
"Wild Alaskan Salmon Oil","Wild Alaskan Salmon Oil","80003682","","","natural","NO","direct",""
"wild fish oil","Wild Fish Oil","80005868","","","natural","","direct",""
"Wild fish oil","Wild Fish Oil","80005868","","","natural","NO","direct",""
"wild fish oil blend","Wild Fish Oil 180/120","80030781","","","natural","","direct",""
"wild omega 3","Wild Omega 3","80009418","","","natural","","direct",""
"Wild Pacific Salmon Oil OmegaFactors supplement NPN 80014406","Wild Salmon Oil","80014406","","","natural","","code",""
"Wild Salmon and Fish Oils","Salmon And Fish Oils 1000mg","80003624","","","natural","","direct",""
"wild salmon oil","Wild Salmon Oil","80004547","","","natural","YES","direct",""
"wild salmon oil","Wild Salmon Oil","80004547","","","natural","","direct",""
"Withania complex (naturopathic complex - MediHerb)","Withania Complex","80030684","","","natural","","word",""
"Wobenzym N","Wobenzym N","80037521","","","natural","","direct",""
"Women's 1 a day","WOMEN'S","02244123","A11AA03","88:28.01","drug","","word","yes"
"women's multivitamin","Women'S Multivitamin","80034634","","","natural","","direct",""
"Women's One a Day Multiple Vitamin","WOMEN'S","02244123","A11AA03","88:28.01","drug","","word","yes"
"women's ultra mega menopause","WOMEN'S","02244123","A11AA03","88:28.01","drug","","word","yes"
"womens 50+ multi vit","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"womens 50+ multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"Womens Formula 40 Plus","Plus","80039392","","","natural","NO","word",""
"womens multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"xact zinc 50 mg","ZINC 50 MG","02248879","A12CB","88:29.00","drug","","word","yes"
"Xalacon Eye Drops","EYE DROPS","02213001","S01GA02","52:32.00","drug","","word","no"
"xalatan","XALATAN","02231493","S01EE01","52:40.28","drug","","direct","no"
"Xalatan (0.005%)","XALATAN","02231493","S01EE01","52:40.28","drug","","word","no"
"XALATAN DROPS","XALATAN","02231493","S01EE01","52:40.28","drug","","word","no"
"Xalatan OP","XALATAN","02231493","S01EE01","52:40.28","drug","","word","no"
"xalatan sol opht","XALATAN","02231493","S01EE01","52:40.28","drug","","word","no"
"xalkori  crizotinib","XALKORI","02384256","L01XE16","10:00.00","drug","","word","no"
"xtra calcium","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"xymogen vitamin b activ complex  20 mg","ACTIV","02288338","D08AE04","84:04.92","drug","","word","no"
