"input","match","database","type","matches","both"
"simivastin","NULL","80","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","heart "
"Simpony","NULL","50","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","Arthritis "
"Simvastin","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Anti-cholestoral "
"simvistatin","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","prescribed "
"sinemet","NULL","1","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","Parkinson's "
"Sinemet CD 200/50","YES","1","TABLETS-CAPSULES","FIVE-X-DAY","NULL","NULL","MORE-THAN-YEAR","Parkinsons "
"sinemet/levocarb","NULL","3","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","parkinson's "
"Singulaire","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","asthme "
"singular","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","allergy "
"sinthorinde","NULL","0","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","under active thyroid "
"SINVASTATIN","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","CHOLESTEROL "
"sipralex","NULL","30","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","anxiety "
"sleeping pill","YES","1","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","sleeping "
"smfb","NULL","20","DROPS","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","santé "
"solazapril","NULL","1","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","blood pressure "
"solution quintessence (produit naturelle)","NULL","-8","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","LESS-THAN-6-MONTHS","énergie "
"Spiriva/Flovent","NULL","18","MCG-UG-MICROGRAMS","DAILY","NULL","NULL","MORE-THAN-YEAR","troubles pulmonaires "
"st john's wart","YES","300","MG","THREE-X-DAY","NULL","NULL","6-MONTHS-TO-YEAR","anxiety and to prevent depression "
"Statin","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Heart trouble "
"Statin","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","high cholesterol "
"Steroid - Predinosone","NULL","5","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","for autoimmune disease - pemphigus "
"stradiol","NULL","10","MCG-UG-MICROGRAMS","WEEKLY","NULL","NULL","MORE-THAN-YEAR","hormone replacement therapy "
"stragel","NULL","1","UNITS","DAILY","NULL","NULL","MORE-THAN-YEAR","hormone replacement therapy "
"stresstabs vitamines c et 1","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","vitamine complete "
"strip for testing blood glucose","NULL","1","SCOOP","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","type 2 diabetes "
"sulfasalazine-ec","NULL","500","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","rheumatoid arthristis "
"sulfate ferreux","NULL","200","MG","TWICE-DAILY","NULL","NULL","LESS-THAN-6-MONTHS","anemie "
"sulfate ferreux","NULL","300","MG","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","fatigue, ferritine basse"
"sulfate ferreux","NULL","300","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","anemie "
"super  ampoules","NULL","10","ML","DAILY","NULL","1 ampoule 2 semaines par season","MORE-THAN-YEAR","periodes de fatigues "
"super energex","NULL","1","UNITS","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","complement "
"supplement vitminique","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","supplement "
"supplements naturels","NULL","1","UNITS","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","complement "
"Swiss 50 multivitames","NULL","NULL","NULL","DAILY","NULL","one a day","MORE-THAN-YEAR","improving health "
"Swiss Natural HRT Nightime","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","perimenopause "
"Symbacort","NULL","1","PUFF","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","Asthma "
"Symbacort","NULL","2","SPRAY","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","Asthma "
"symbicort","NULL","1","PUFF","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","prescribed "
"Symbicort","NULL","6","MCG-UG-MICROGRAMS","DK-NA","NULL","NULL","MORE-THAN-YEAR","fo asthma "
"symbicort","NULL","200","MCG-UG-MICROGRAMS","TWICE-DAILY","NULL","2 inhalations 2 fois par jour","MORE-THAN-YEAR","asthme "
"symbicort","YES","1","PUFF","AS-NEEDED","NULL","NULL","LESS-THAN-6-MONTHS","asthma, slight asthma"
"symbicort","NULL","2","PUFF","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","asthma "
"symbicort","YES","1","PUFF","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","asthma "
"symbicort","NULL","1","PUFF","DAILY","NULL","NULL","MORE-THAN-YEAR","asthma "
"Symbicort","NULL","6","MCG-UG-MICROGRAMS","FOUR-X-DAY","NULL","NULL","LESS-THAN-6-MONTHS","Breathing and coughing problem "
"symbicort","NULL","-8","SPRAY","DK-NA","NULL","NULL","MORE-THAN-YEAR","asthma "
"symbicort","NULL","1","PUFF","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","prescribed "
"symbicort","NULL","2","PUFF","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","asthma "
"Sympacort","NULL","1","PUFF","TWICE-DAILY","NULL","NULL","REFUSED","Asthma "
"symthroid .2 mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","glande "
"Synphasic","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","birth control "
"syntharoid","NULL","25","MCG-UG-MICROGRAMS","DAILY","NULL","NULL","MORE-THAN-YEAR","thyroid "
"synthoid","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","glande thyroide "
"Synthoid","NULL","150","MCG-UG-MICROGRAMS","DAILY","NULL","NULL","MORE-THAN-YEAR","for a thyroid condition "
"synthorid .25","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","glande "
"synthorid 100 mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","glande thyroide "
"synthroid, ,075 - ,005","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","glande "
"synthroid.05 mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","fatigue:  probleme glande "
"synthroid.075","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","glande "
"synthroid.075","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","glande "
"synthroid.75mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","glande "
"Synthroide","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Hypothyroid "
"synthroide","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Under-active thyroid "
"synthroide","NULL","NULL","NULL","NULL","NULL","NULL","MORE-THAN-YEAR","Underactive thyroid. "
"synthroide","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","glande thyroide "
"synthroide","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","hypothyroidisme "
"synthroide","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","hypothyroide "
"synthyroid","NULL","100","MCG-UG-MICROGRAMS","DAILY","NULL","NULL","MORE-THAN-YEAR","thyroid "
"synthyroid","NULL","112","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","had thyroid cancer and this is replacement hormone "
"synthyroid 0.075 mg","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","thyroid "
"syntrhoid","NULL","0","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","hypotheroide "
"syntrhoid .025","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","fatigue; glande "
"syntrhoid, 0.1mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","hypothiroidie "
"syntroid","NULL","175","MCG-UG-MICROGRAMS","DAILY","NULL","NULL","MORE-THAN-YEAR","thyroid "
"syntroid .112 mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","glande "
"syntroid .137","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","glande "
"Sythroid","NULL","0","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","thyroid "
"Sythroid","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","thyroid "
"T3-35mcg/T4-100mcg","NULL","-8","TABLETS-CAPSULES","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","thyroid "
"t4t3","NULL","80","MCG-UG-MICROGRAMS","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","thyroid "
"tabs 1000 ui","NULL","1","TABLETS-CAPSULES","WEEKLY","NULL","NULL","6-MONTHS-TO-YEAR","NULL"
"tamsulosin","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","urination aid "
"tamsulosin","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","enlarged prostate "
"Tamsulosin hydrochlorathiazide","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Prostate management "
"Tamsulosin Hydrochloride","NULL","0","MG","DAILY","NULL","1 per day","MORE-THAN-YEAR","for my prostrate "
"Tamsulosin Hydrochloride","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","enlarged prostate "
"tamsulosine","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","prostate "
"tamsulsin","NULL","0","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","help the bladder empty more fully "
"tamusulosin","NULL","40","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","enlarged Prostate "
"tarazadone","NULL","5","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","antidepressant "
"Teba-rabeprazole","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Reflux "
"tegretol","NULL","400","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","prévenir des crises d'épilepsy "
"Tegretol","NULL","2","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","seizures "
"tegritrol","NULL","400","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","trigeminal neuraligia "
"Telmisartan/Hydrochlorthiazide","NULL","1","TABLETS-CAPSULES","DAILY","NULL","80/12.5 mg","MORE-THAN-YEAR","Hypertension "
"telmisartin","NULL","80","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","hypertention "
"telmisartin- HCTZ","NULL","80","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","high BP "
"Temazapam","NULL","1","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","for sleep "
"temazepam","NULL","30","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","prescribed "
"temazepam","NULL","15","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","sleep "
"tenalol","NULL","50","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","heart medication "
"Tera-Terazosin","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","Prostate "
"testerone","NULL","1","PERCENTAGE","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","hormone supplement "
"testim","NULL","1","PERCENTAGE","THREE-X-DAY","NULL","NULL","LESS-THAN-6-MONTHS","fatigue, manque de testostérone"
"tetra","NULL","40","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","stomach "
"Tetra","NULL","40","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","Acid Reflux "
"tetracylcine","NULL","250","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","Rosacea "
"tetracylcine","NULL","4","TABLETS-CAPSULES","AS-NEEDED","NULL","250 mg","MORE-THAN-YEAR","skin infections related to chrones "
"teva hydroxyzine","NULL","10","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","dermographisme "
"teva metropolol","NULL","50","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","haute tension "
"teva-5-asa 400 mg","NULL","2","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","Crohn's disease "
"teva-hydrazide","NULL","25","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","high blood pressure "
"teva-hydrochloroth","NULL","25","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","prescribed "
"Teva-levocarbicopa 250/25mg","NULL","1","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","treatment for Parkinson's disease "
"teva-medroxy","NULL","5","MG","TWICE-DAILY","NULL","NULL","LESS-THAN-6-MONTHS","regulate period "
"Teva-Rabeprazole","NULL","20","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","Acid reflux control "
"teva-salbutamol HFA","NULL","200","MCG-UG-MICROGRAMS","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","difficulty breathing "
"teva-salbutamol hfa 100 mcg","NULL","1","PUFF","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","asthma "
"Teva-Triamterene","NULL","25","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Pression "
"teva-venlafaxine","NULL","150","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","prescribed "
"thryoxine","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","hypothryoidism "
"thyroid","NULL","30","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","thyroid "
"thyroid","NULL","25","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","thyroid was low "
"Thyroid (Dessicated)","YES","170","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","Grave's Disease "
"Thyroid 30mg","NULL","2","TABLETS-CAPSULES","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","Thyroid "
"thyroid herbal supplement","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","general well-being "
"thyroid hormone","NULL","90","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","hypothyroidism "
"thyroid medication","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","hypothyroidism "
"Thyroid SR","YES","100","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","hypothyroid "
"Thyroid Supplement","NULL","1","G","DAILY","NULL","NULL","MORE-THAN-YEAR","Thyroid Health "
"thyroxin","NULL","25","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","stimulate thyroid "
"thyroxin","NULL","0","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","thyroid supplement "
"Thyroxin125 mcg","NULL","125","MCG-UG-MICROGRAMS","DAILY","NULL","NULL","MORE-THAN-YEAR","hypothyroidism "
"Thyroxine","NULL","1","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","hypothyroidism "
"thyroxine 75 mg","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","thyroid medication "
"thyrrosense","NULL","4","TABLETS-CAPSULES","FOUR-X-DAY","NULL","NULL","6-MONTHS-TO-YEAR","tyroid "
"tiazem","NULL","240","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","atrial fibrillation "
"Timolol","NULL","2","DROPS","DAILY","NULL","NULL","MORE-THAN-YEAR","Eye Medication "
"timolol","NULL","5","ML","DAILY","NULL","in rt eye","MORE-THAN-YEAR","glaucoma "
"timulol","NULL","1","DROP","DK-NA","NULL","NULL","MORE-THAN-YEAR","pre-glaucoma "
"Tiotropium Bromide Monohydrate","YES","18","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","Asthma "
"tocotrienol complex","NULL","1","TBSP-TABLESPOON","DAILY","NULL","NULL","MORE-THAN-YEAR","health "
"tomazepam","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","sleep "
"tomoxifin","NULL","20","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","breast cancer "
"TONOPAN 0.5MG","YES","2","TABLETS-CAPSULES","AS-NEEDED","NULL","Prescription par un medecin de la Rep.Dominicaine.\nDepuis plus de 25 ans","MORE-THAN-YEAR","maux de tête "
"Tramacel","NULL","NULL","NULL","AS-NEEDED","NULL","37.5-325 mg\n\nPRN","LESS-THAN-6-MONTHS","for back pain "
"Tramadol","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","Pain Killer "
"Trandolapril","NULL","2","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","blood thinner/ for high blood pressure "
"Transp","YES","5","PERCENTAGE","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","Cream for feet. Arthritis feet. "
"trazadone","NULL","50","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","sleep aid "
"trazadone","NULL","150","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","sleep aid "
"trazadone","NULL","50","MG","DK-NA","NULL","NULL","LESS-THAN-6-MONTHS","sleep "
"Trazadone","NULL","100","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","NULL"
"trazadone","NULL","50","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","pour aider a dormir "
"tricyclen","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","regulates menstrual cycle "
"Tricycline","NULL","1","TABLETS-CAPSULES","DK-NA","NULL","NULL","MORE-THAN-YEAR","Birth control "
"triflax","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","its good for me "
"Trimethoprim","NULL","1","TABLETS-CAPSULES","DK-NA","NULL","NULL","6-MONTHS-TO-YEAR","Prevent infections "
"Trimix","NULL","7","ML","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","Prostrate cancer "
"trizadone","NULL","150","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","sleep aid "
"tryptophan","NULL","4","G","DAILY","NULL","NULL","MORE-THAN-YEAR","insomnie "
"tums","NULL","750","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","brûleurs d'estomach "
"tums","NULL","1","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","stomach upset "
"tums","NULL","2","TABLETS-CAPSULES","MONTHLY","NULL","NULL","NULL","for acid reflux "
"Tums","NULL","1","TABLETS-CAPSULES","OTHER","NULL","NULL","MORE-THAN-YEAR","for calcium and to relieve stomach upset "
"tums","NULL","10","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","acid reflux "
"Tums","NULL","1","TABLETS-CAPSULES","WEEKLY","NULL","NULL","MORE-THAN-YEAR","acidosis "
"Tums","NO","1","TABLETS-CAPSULES","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","eat meals too late "
"tums","NULL","1","TABLETS-CAPSULES","FOUR-X-DAY","NULL","NULL","MORE-THAN-YEAR","stomach acidity "
"tums","NULL","500","MG","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","calcium after hip replacement "
"tums","NULL","3","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","calcium "
"tums","NULL","9","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","binds the phosphorous "
"tums","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","6-MONTHS-TO-YEAR","my dialysis doctor prescribed it "
"Tums","NULL","1","TABLETS-CAPSULES","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","acid reflux control "
"tyl;enol","NULL","1","TABLETS-CAPSULES","DAILY","NULL","NULL","LESS-THAN-6-MONTHS","douleurs "
"tylenol","NULL","500","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","douleurs, mal de tête"
"tylenol","NULL","2","TABLETS-CAPSULES","FOUR-X-DAY","NULL","NULL","MORE-THAN-YEAR","douleurs et inflammation dans le dos "
"tylenol","NULL","950","MG","AS-NEEDED","NULL","2 comprimÃ s","MORE-THAN-YEAR","migraines "
"Tylenol","NULL","500","MG","AS-NEEDED","NULL","NULL","6-MONTHS-TO-YEAR","joint pain "
"tylenol","NULL","4","TABLETS-CAPSULES","FOUR-X-DAY","NULL","NULL","MORE-THAN-YEAR","pain relief "
"Tylenol","NULL","650","MG","DAILY","NULL","2 Tablets","MORE-THAN-YEAR","self "
"tylenol","NULL","2","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","inflammation for arthritis pain "
"Tylenol","NO","1","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","Pain relief "
"tylenol","NULL","500","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","douleurs général "
"tylenol","NULL","2","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","mal de tête "
"tylenol","NULL","1","TABLETS-CAPSULES","DK-NA","NULL","NULL","MORE-THAN-YEAR","back injury "
"tylenol","NULL","500","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","douleurs musculaires "
"tylenol","NULL","4","TABLETS-CAPSULES","DAILY","NULL","NULL","MORE-THAN-YEAR","pain from an accident "
"Tylenol","NULL","500","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","arthritis pain "
"tylenol","NULL","500","MG","AS-NEEDED","NULL","1 Ã 2 comprimÃ s","MORE-THAN-YEAR","mals de tête ou maux de dents "
"tylenol","NULL","500","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","douleur "
"Tylenol","NULL","650","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","arthritis pain "
"tylenol","NULL","2","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","relieve menstrual pain "
"Tylenol","NULL","500","MG","DK-NA","NULL","NULL","MORE-THAN-YEAR","arthritis pain/migraines "
"tylenol","NULL","2","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","headaches or pains from running "
"tylenol","NULL","1","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","mals de tête "
"tylenol","NULL","500","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","grippe "
"tylenol","NULL","500","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","mals de tête, douleurs"
"tylenol","NULL","500","MG","AS-NEEDED","NULL","1 comprimÃ ","MORE-THAN-YEAR","maux de tete "
"Tylenol","NULL","6","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","migraine headaches "
"Tylenol","NULL","500","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","fibromyalgia "
"tylenol","NULL","500","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","douleur "
"tylenol","NULL","2","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","for headaches and other body pains "
"tylenol","NULL","NULL","NULL","AS-NEEDED","NULL","regular strength","MORE-THAN-YEAR","mals de tête, douleurs"
"tylenol","NULL","500","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","mals de tête "
"TYLENOL","NULL","650","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","PAIN IN KNEES "
"TYLENOL","NULL","-8","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","ARTHRITIS "
"tylenol","NULL","1","TABLETS-CAPSULES","FOUR-X-DAY","NULL","NULL","MORE-THAN-YEAR","douleur "
"tylenol","NULL","500","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","mal de tête, douleurs"
"Tylenol","NO","300","MG","DAILY","NULL","NULL","MORE-THAN-YEAR","arthritis pain "
"Tylenol","NO","325","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","pain control "
"tylenol","NULL","650","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","mals de tête "
"tylenol","NULL","0","MG","DAILY","NULL","1 tab","MORE-THAN-YEAR","for migraines "
"tylenol","NULL","325","MG","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","for headache relief "
"tylenol","NULL","500","MG","TWICE-DAILY","NULL","NULL","MORE-THAN-YEAR","douleurs dans les genous "
"tylenol","NULL","650","MG","EVERY-OTHER-DAY","NULL","2 tablets","6-MONTHS-TO-YEAR","pain on both feet "
"tylenol","NULL","1","TABLETS-CAPSULES","AS-NEEDED","NULL","NULL","MORE-THAN-YEAR","headaches or aches and pains "
"tylenol","NULL","2","SCOOP","DAILY","NULL","NULL","MORE-THAN-YEAR","arthritis "
